run_id,seed,data,use_graph,final_test_rse,final_test_rae,best_test_rse,objective_rse,return_code,trial_json,log_file
1,123,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,0.7005,0.7808,0.7019839387378535,0.7019839387378535,0,"{""lr"": 0.0002, ""dropout"": 0.1, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""seq_in_len"": 36, ""seq_out_len"": 1, ""ss_prob"": 0.2}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260218_024136/run_001.log
2,777,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,0.8873,0.9922,0.8900428463467901,0.8900428463467901,0,"{""lr"": 0.0002, ""dropout"": 0.1, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""seq_in_len"": 36, ""seq_out_len"": 1, ""ss_prob"": 0.2}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260218_024136/run_002.log
3,2026,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,1.0149,1.134,1.0188428944451882,1.0188428944451882,0,"{""lr"": 0.0002, ""dropout"": 0.1, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""seq_in_len"": 36, ""seq_out_len"": 1, ""ss_prob"": 0.2}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260218_024136/run_003.log
4,123,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,0.5864,0.648,0.5910123950802745,0.5910123950802745,0,"{""lr"": 0.0003, ""dropout"": 0.1, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""seq_in_len"": 36, ""seq_out_len"": 1, ""ss_prob"": 0.2}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260218_024136/run_004.log
5,777,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,0.836,0.9261,0.8335715722870912,0.8335715722870912,0,"{""lr"": 0.0003, ""dropout"": 0.1, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""seq_in_len"": 36, ""seq_out_len"": 1, ""ss_prob"": 0.2}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260218_024136/run_005.log
6,2026,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,0.9982,1.1069,1.0035860925848958,1.0035860925848958,0,"{""lr"": 0.0003, ""dropout"": 0.1, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""seq_in_len"": 36, ""seq_out_len"": 1, ""ss_prob"": 0.2}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260218_024136/run_006.log
7,123,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,1.0092,1.1265,1.0103891991898941,1.0103891991898941,0,"{""lr"": 0.0002, ""dropout"": 0.1, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""seq_in_len"": 48, ""seq_out_len"": 1, ""ss_prob"": 0.2}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260218_024136/run_007.log
8,777,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,1.3789,1.5192,1.3883736022500421,1.3883736022500421,0,"{""lr"": 0.0002, ""dropout"": 0.1, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""seq_in_len"": 48, ""seq_out_len"": 1, ""ss_prob"": 0.2}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260218_024136/run_008.log
9,2026,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,2.0622,2.4225,2.065972501233307,2.065972501233307,0,"{""lr"": 0.0002, ""dropout"": 0.1, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""seq_in_len"": 48, ""seq_out_len"": 1, ""ss_prob"": 0.2}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260218_024136/run_009.log
10,123,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,0.7434,0.8342,0.7474731856929162,0.7474731856929162,0,"{""lr"": 0.0003, ""dropout"": 0.05, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""seq_in_len"": 48, ""seq_out_len"": 1, ""ss_prob"": 0.1}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260218_024136/run_010.log
11,777,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,1.343,1.4413,1.3405742257906594,1.3405742257906594,0,"{""lr"": 0.0003, ""dropout"": 0.05, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""seq_in_len"": 48, ""seq_out_len"": 1, ""ss_prob"": 0.1}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260218_024136/run_011.log
12,2026,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,2.2909,2.6921,2.2951656641050073,2.2951656641050073,0,"{""lr"": 0.0003, ""dropout"": 0.05, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""seq_in_len"": 48, ""seq_out_len"": 1, ""ss_prob"": 0.1}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260218_024136/run_012.log
13,123,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,1.5336,1.752,1.529322273054336,1.529322273054336,0,"{""lr"": 0.00015, ""dropout"": 0.1, ""layers"": 3, ""conv_channels"": 32, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""seq_in_len"": 48, ""seq_out_len"": 1, ""ss_prob"": 0.2}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260218_024136/run_013.log
14,777,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,0.9196,1.0199,0.9176124306913693,0.9176124306913693,0,"{""lr"": 0.00015, ""dropout"": 0.1, ""layers"": 3, ""conv_channels"": 32, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""seq_in_len"": 48, ""seq_out_len"": 1, ""ss_prob"": 0.2}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260218_024136/run_014.log
15,2026,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,1.1925,1.343,1.2041107809600078,1.2041107809600078,0,"{""lr"": 0.00015, ""dropout"": 0.1, ""layers"": 3, ""conv_channels"": 32, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""seq_in_len"": 48, ""seq_out_len"": 1, ""ss_prob"": 0.2}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260218_024136/run_015.log
